,user-screen_name,text,user-location,lang,retweet_count,created_at,hashtags,SocialEmotionalLearning,STEMeducation,EnglishLanguageDevelopment,ESSER,k12
114,mezieska,"Umtiti?
Dembele??
Now no one is agreeing to a pay cut
No one wants to leave Barcelona Barcelona have been sued by Fernandes for terminating his contract.
Barca are trying to offload legends like jordi alba, busquets etc

That’s why Barca and Real Madrid were so eager for the #ESL",Nigeria ,en,1.0,Tue Jul 06 13:49:27 +0000 2021,,False,False,True,False,False
115,lieberrian,We're proud to be sponsors of the Green Screen Summit hosted by @GreenScreenGal​ coming up July 7–11! Watch for Inspired Minds product drawings during the conference. More info about the event here: https://t.co/fk6hhfReKA,"Long Island, NY",en,1.0,Tue Jul 06 13:49:27 +0000 2021,,False,False,False,False,False
117,MixedUpFiles,"I love putting book lists together of great #STEM #MG titles with my #nonfiction author/friend @PatriciaNewman for #STEMTuesday. We're in the midst of getting lists ready for 2022, folks - and we've got some great #kidlit to share! Keep watch! #STEMeducation #reading #MGBookChat https://t.co/0sKiI1Ifts",everywhere,en,1.0,Tue Jul 06 13:49:54 +0000 2021,"['STEM', 'MG', 'nonfiction']",False,True,False,False,False
118,UnstoppableYesU,"With a grant from the U.S. State Department, Miles is training educators to teach English as a foreign and second language through the arts. Read his story. https://t.co/ZfHPnxhfJW

#CaribbeanPeople #UnstoppableYesYou #ESL #EFL #Hiphop",,en,0.0,Tue Jul 06 13:50:02 +0000 2021,,False,False,True,False,False
125,TiredBetty,@jettblk_k @NotSoCloseNOLA @Mac88600499 @djrothkopf @UROCKlive1 I was the drama teacher for 16 years. Budget cuts=program gone. Now I get to teach Social Emotional Learning and Mindfulness. Trying to embrace it. I know parents will pull their kids.,New Jersey,en,0.0,Tue Jul 06 13:52:10 +0000 2021,,True,False,False,False,False
126,Mobility_Man,DYK that your #K12 team could be tapping #ESSER or #GEER funds for #cybersecurity spending? Here are more details. #edtech @edscoop_news #cdwsocial https://t.co/S3jEJNACWV https://t.co/BLdmNBR8X4,Chicago,en,0.0,Tue Jul 06 13:53:06 +0000 2021,"['K12', 'ESSER', 'GEER', 'cybersecurity']",False,False,False,True,True
127,Lori_A_Crowe,Hoping all our HSTW @hstwSWohio family can join us at the upcoming SREB conference. Presenting on resilience and self-care for educators &amp; Transformative SEL! #SREBSummer #SELStrong https://t.co/JXgknneSF9,,en,1.0,Tue Jul 06 13:53:06 +0000 2021,,True,False,False,False,False
128,CWolfe_Newsela,"There's still time to join our popular Summer Workshop Series! ☀️ 

Whether you're interested in social-emotional learning, STEM, or self-guided lessons, sign up for fresh ideas on how to leverage Newsela. https://t.co/SfZBB3Mm3S https://t.co/9V5bNmIEHO","Florida, USA",en,3.0,Tue Jul 06 13:53:25 +0000 2021,,False,False,False,False,False
129,OCPSnews,Nice!! We appreciate the support for our young readers!  #OCPSReads,"Orlando, FL",en,0.0,Tue Jul 06 13:53:29 +0000 2021,['OCPSReads'],False,False,False,False,False
130,DistanceLrnBot,"July is Minority Mental Health Awareness Month. Use these tools, resources, lesson plans and activities to learn about stress, healthy eating, cyber-wellness &amp; more:

https://t.co/jqThGQ1esr

#SEL #BIPOC #EdChat #Educhat #DistanceLearning @AFTunion @AFTteach https://t.co/LjSWZhFulM",San Diego,en,1.0,Tue Jul 06 13:53:42 +0000 2021,,True,False,False,False,False
131,NYPAenergy,"The #IndependenceDay celebrations and fun continue into the 5th!

I had a great time this afternoon at @NYPAEnergy's Niagara Power Project learning about how the Empire State uses #CleanEnergy to power our future.

Science makes electricity happen!

#STEMEducation #NewYork 🌊⚡ https://t.co/JrYRUwXtmX","White Plains, New York",en,1.0,Tue Jul 06 13:56:00 +0000 2021,['IndependenceDay'],False,True,False,False,False
132,RobBixler_OCPS,"@amazon Social Media Team, you blew my mind with this awesome surprise! Thank you SO much! My 2nd graders are going to flip! #AmazonRocks #SEL #read @arborridgek8 #OCPSreads @OCPSnews https://t.co/7XIR8jlBVy https://t.co/XZJ4ZznkVX","Orlando, FL",en,1.0,Tue Jul 06 13:56:18 +0000 2021,,True,False,False,False,False
134,GrammarBook,Should You Capitalize “The” Before Country Names? Learn more at https://t.co/lHCqiXym03 #grammar #grammartip #writingtip #amwriting #WritingCommunity #GrammarBook #capitalization #English #englishteacher #ESL,Northern Illinois,en,0.0,Tue Jul 06 13:56:55 +0000 2021,"['grammar', 'grammartip']",False,False,True,False,False
135,bitgabEnglish,New English activities every day! #LearnEnglish #EnglishOnline #SpeakEnglish #Listening #Vocabulary #Vocab #ELT #ESL #TESOL https://t.co/o3C6Wsx8Vz,,en,0.0,Tue Jul 06 13:57:39 +0000 2021,"['LearnEnglish', 'EnglishOnline', 'SpeakEnglish', 'Listening', 'Vocabulary', 'Vocab', 'ELT']",False,False,True,False,False
136,bitgabEnglish,New English activities every day! #LearnEnglish #EnglishOnline #SpeakEnglish #Listening #Vocabulary #Vocab #ELT #ESL #TESOL https://t.co/ag6ubWGV6Q,,en,0.0,Tue Jul 06 13:57:45 +0000 2021,"['LearnEnglish', 'EnglishOnline', 'SpeakEnglish', 'Listening', 'Vocabulary', 'Vocab', 'ELT']",False,False,True,False,False
137,bitgabEnglish,New English activities every day! #LearnEnglish #EnglishOnline #SpeakEnglish #Reading #Vocabulary #Vocab #ELT #ESL #TESOL https://t.co/nw439ZKCcq,,en,0.0,Tue Jul 06 13:57:49 +0000 2021,"['LearnEnglish', 'EnglishOnline', 'SpeakEnglish', 'Reading', 'Vocabulary', 'Vocab', 'ELT', 'ESL']",False,False,True,False,False
138,acla_lunenburg,"Fully vaccinated travellers who are permitted to enter Canada are no longer subject to the requirement to quarantine, take a COVID-19 test on day-8 or stay at a government-authorized hotel. Great news for our students!

More info:
https://t.co/ntQKUCR9fK 

#ielts #acla #esl https://t.co/oDOSRM3Rqs","Lunenburg, Nova Scotia, Canada",en,0.0,Tue Jul 06 13:58:05 +0000 2021,,False,False,True,False,False
140,LibraryL,"With all of the amazing #SEL resources being shared this summer, I started a Collection by Destiny For Social Emotional Learning Resources, Books and Ideas! ♥️ 

 https://t.co/qYX3dw2Wyd

#futurereadylibs #tlchat #edchat #SocialEmotionalLearning #vanmeter #iaedchat #ISTElib https://t.co/hkk4qrTJ2f","Plymouth, MI",en,6.0,Tue Jul 06 13:59:04 +0000 2021,['SEL'],True,False,False,False,False
141,ForB_English,"♦️English Listening♦️

What is he saying?(97)

When can you get the answer?

1️⃣Natural speed😁
2️⃣Natural speed with a hint😄
3️⃣Slow speed😝
4️⃣Couldn't get the answer😭

Let's give it a try!😃👉https://t.co/i4UeCpLWP4

#learnenglish #english #englishlesson #pronunciation #esl #elt",Yokohama,en,0.0,Tue Jul 06 14:00:00 +0000 2021,,False,False,True,False,False
142,norbeckmont,"Benefit from Holistic Learning

The Montessori approach covers key areas that focus on a child’s cognitive, emotional, and social development. This provides a holistic learning experience...

Read more:
https://t.co/KS8qd0fXfU

#MontessoriApproach #HolisticLearning https://t.co/FAQlqDZ0pK","4500 Muncaster Mill Road Rockville, MD 20853",en,0.0,Tue Jul 06 14:00:01 +0000 2021,,False,False,False,False,False
143,frances_roch,"☀️NEW EPISODE!☀️Ep. 37 features @tregammage, @Jess_hannigan, &amp; @JohnHannigan75 in a roundtable discussion about #SEL!

🟣Apple https://t.co/fOG2wmAJKX
🟢Spotify https://t.co/yIAhCud7zG
🔴YouTube https://t.co/Lb8kaI2Xiv

#ATAssessment #TeachBetter  #atplc #edchat #edutwitter #PBIS https://t.co/mzoupY0sbV",Prince George BC,en,1.0,Tue Jul 06 14:00:06 +0000 2021,['SEL'],True,False,False,False,False
144,escregion6,"Oh my! Have you ever seen @Dorina_BELIEVE? She is coming to @escregion6 and I can't wait! I think EVERYONE should meet someone with a name like ""Miss Dorito"" once in their life! 
Check it out:
https://t.co/RmoiGFligc
@bileslgirl
@cherylabla
 #ell 
@MarkYbarra2
@MelissaRathmann","Huntsville, TX",en,2.0,Tue Jul 06 14:00:09 +0000 2021,,False,False,True,False,False
145,NikPeachey,Reslash - Rethinking the Virtual Meeting Space https://t.co/2HXlFR18dp #esl #efl #elt #tesol #eal #tefl #edtech #edapp #edtools #remoteLearning https://t.co/nNBNievnO3,UK,en,0.0,Tue Jul 06 14:00:10 +0000 2021,"['esl', 'efl', 'elt', 'tesol', 'eal', 'tefl', 'edtech']",False,False,True,False,False
146,IB_SOURCE,"Amazing social-emotional learning resources to help your students return to in-person learning 
https://t.co/ChKzHTrzVi #SEL #MYP #wellbeing https://t.co/TIAd2c9c4Z","Chicago, IL",en,0.0,Tue Jul 06 14:00:10 +0000 2021,,True,False,False,False,False
147,english_los,"One person's peach is ____ person's poison.
another
the other
Either could be used here.
(ANSWER - CLICK LINK)
https://t.co/TkVFRzQM5l
#LearnEnglish #ESL #TOEFL #EnglishClass #EnglishClasses #LA #LosAngeles https://t.co/tC2fQdtkPJ","Los Angeles, CA",en,0.0,Tue Jul 06 14:00:32 +0000 2021,,False,False,True,False,False
149,Rdene915,Exploring Perceptions About Identity Through Self-Portraits  https://t.co/GOrdRP4mj4 via @edutopia  #education #k12 #SEL #educhat,Pittsburgh,en,0.0,Tue Jul 06 14:00:53 +0000 2021,"['education', 'k12', 'SEL', 'educhat']",True,False,False,False,True
150,kaitsu22,@GlueGobs Rainy day for me as well (at least that's what weather channel says)- I'll believe it when I see it https://t.co/zTfTutvoaB My list is full of books and school supplies for my middle school science class. Thanks for your help! #clearthelist #KidsNeedBooks #STEMeducation https://t.co/Y5ND5ZZUPP,,en,0.0,Tue Jul 06 14:01:00 +0000 2021,,False,True,False,False,False
151,MAEC4Ed,"Preschool through first grade is a critical time for young children to begin developing language, literacy, and #SEL skills. Join @ASKNCELA1 and @WestEd on July 8 for a webinar on teaching #DLLs in #earlychildhood settings. https://t.co/85SsXJu1mX https://t.co/NiXjZ9VXcm","Bethesda,MD",en,0.0,Tue Jul 06 14:01:05 +0000 2021,,True,False,False,False,False
152,K12Prospects,[INFOGRAPHIC] 2021 Education Conferences https://t.co/xvyjzrbvHd #k12 #edtech #education #edreform #email https://t.co/6b89C0EOCS,"Tampa, FL",en,0.0,Tue Jul 06 14:01:15 +0000 2021,"['k12', 'edtech', 'education', 'edreform', 'email']",False,False,False,False,True
154,aoicollege_usa,"Grow as a student and as a global citizen with AOI College of Languages.📚
.
.
. 
#esl #english #language #languageskills #englishlanguagetraining #learnenglish #studyenglish #speak #write #read #internationalstudents https://t.co/s1m0xTTSyU","Irvine, CA",en,0.0,Tue Jul 06 14:01:43 +0000 2021,"['esl', 'english', 'language']",False,False,True,False,False
155,IgniteLearnK12,"Every week, we post a question to help get your kids talking at the dinner table. Use these sometimes silly, deep, crazy, or challenging questions to learn more about each other. 

https://t.co/l79Xm0ey9r
#virtualschool #onlineeducation #gtchat #edchat #k12 https://t.co/6g40weaAez",,en,0.0,Tue Jul 06 14:01:50 +0000 2021,,False,False,False,False,True
156,2ndStepProgram,"@2ndStepProgram is proud to support @PanoramaEd's A Resilient Opening virtual conference on July 29.

When you attend, don't miss @cfchildren's Amy Walker's workshop, Taking Your SEL Program from Good to Great.
#SEL #panosummit #GrowKinder

https://t.co/rlPXE957w5","Seattle, WA",en,0.0,Tue Jul 06 14:02:09 +0000 2021,,True,False,False,False,False
157,SEL4USA,"Anyone who is passionate about SEL can contribute a podcast episode to help boost SEL awareness and understanding. Check out our Podcast Toolkit #SEL
https://t.co/hKWuBBxxIj https://t.co/XxqSSD61XI",US,en,12.0,Tue Jul 06 14:02:16 +0000 2021,,True,False,False,False,False
158,bjpayyasamy,"I've told Pablo, but I haven't told the _____ yet. I'll tell them when I see them.
other
others
(ANSWER - CLICK LINK)
https://t.co/5zjmdnjeHK
#LearnEnglish #ESL #TOEFL #EnglishClass #EnglishClasses #LA #LosAngeles https://t.co/TjF9pi7wNm",🌻PDY🇮🇳🚩🌷🌾RSS🇲🇫🇪🇺🇺🇳,en,1.0,Tue Jul 06 14:02:19 +0000 2021,,False,False,True,False,False
162,bjpayyasamy,"There's ____ much noise coming from next door.
so
such
(ANSWER - CLICK LINK)
https://t.co/TkVFRzQM5l
#LearnEnglish #ESL #TOEFL #EnglishClass #EnglishClasses #LA #LosAngeles https://t.co/EhASVaTF9y",🌻PDY🇮🇳🚩🌷🌾RSS🇲🇫🇪🇺🇺🇳,en,1.0,Tue Jul 06 14:03:04 +0000 2021,"['LearnEnglish', 'ESL']",False,False,True,False,False
166,emrichards,"if the person who sent me an anonymous letter recently is seeing this, i need to tell you that social-emotional learning and critical race theory are not the same thing.","Milwaukee, WI",en,8.0,Tue Jul 06 14:03:24 +0000 2021,,False,False,False,False,False
167,bjpayyasamy,"He has ___ love of his job.
great
a great
the great
(ANSWER - CLICK LINK)
https://t.co/TkVFRzQM5l
#LearnEnglish #ESL #TOEFL #EnglishClass #EnglishClasses #LA #LosAngeles https://t.co/31r5Jm07mn",🌻PDY🇮🇳🚩🌷🌾RSS🇲🇫🇪🇺🇺🇳,en,1.0,Tue Jul 06 14:03:28 +0000 2021,"['LearnEnglish', 'ESL']",False,False,True,False,False
169,bjpayyasamy,"She has ___ understanding of the subject.
good
a good
the good
(ANSWER - CLICK LINK)
https://t.co/TkVFRzQM5l
#LearnEnglish #ESL #TOEFL #EnglishClass #EnglishClasses #LA #LosAngeles https://t.co/OcIlODGAaD",🌻PDY🇮🇳🚩🌷🌾RSS🇲🇫🇪🇺🇺🇳,en,1.0,Tue Jul 06 14:03:50 +0000 2021,['LearnEnglish'],False,False,True,False,False
170,Lori_A_Crowe,Our Thriving Learning Communities™ team is excited to present two SEL-Strong sessions at the virtual Southern Regional Education Board (@srebeducation) Conference on July 7 and 9. We'll be sharing about SREB and TLC in the next few weeks. #SREBsummer #SEL #makingschoolswork https://t.co/qIA7WlADC3,,en,2.0,Tue Jul 06 14:03:53 +0000 2021,,True,False,False,False,False
172,ErichSBolz1,For more @GJBenner content check out this resource: https://t.co/SmsdYs6l0e #SEL #Education,,en,0.0,Tue Jul 06 14:04:15 +0000 2021,"['SEL', 'Education']",True,False,False,False,False
173,Lori_A_Crowe,"If you want to raise attendance, lower discipline rates, and help students achieve academically, you need a strengths-based approach in your school! The positive impact of the Thriving Learning Communities™ program is clear.  #SREBsummer #SEL #makingschoolswork https://t.co/KquKVB31HT",,en,2.0,Tue Jul 06 14:04:20 +0000 2021,,True,False,False,False,False
174,ColumbiaAcadMD,"Help us win 𝘏𝘰𝘸𝘢𝘳𝘥 𝘊𝘰𝘶𝘯𝘵𝘺 𝘔𝘢𝘨𝘢𝘻𝘪𝘯𝘦'𝘴 𝘉𝘦𝘴𝘵 𝘙𝘦𝘢𝘥𝘦𝘳'𝘴 𝘊𝘩𝘰𝘪𝘤𝘦 award for 𝗛𝗼𝘄𝗮𝗿𝗱'𝘀 𝗕𝗲𝘀𝘁 𝗖𝗵𝗶𝗹𝗱 𝗖𝗮𝗿𝗲 by voting 1x/day until 7/15.
https://t.co/oWIeZ7Zu7b
#bhfyp #earlychildhood #prek #hocomd #childcare #daycare #K12 #bestofhoward https://t.co/D00R8SJ9r8","Columbia, MD",en,0.0,Tue Jul 06 14:04:39 +0000 2021,,False,False,False,False,True
175,ClaireAVarley,"The @EdwinClassroom Summer Institute July 5-9 #EdwinSI21 is here! Some of my favourite sessions are #French, #Wellbeing &amp; #interactives. By Ts for Ts. 30-min-1-hr sessions dive into everything #teaching and #learning w/ #edwin 🙌

Sign up⬇️
https://t.co/HdMctw2Fra
#bced #edtech https://t.co/Ja7iAf6LGi",,en,2.0,Tue Jul 06 14:05:09 +0000 2021,"['EdwinSI21', 'French', 'Wellbeing']",False,False,False,False,False
176,TechCincy,"We gathered the top #K12 IT influencers, including @ThriveinEDU, @eTwinzEDU and @6Gems. Read the list to find out who else you should be following: https://t.co/ICQTN8TXN2 https://t.co/mYtZeuSmeh",,en,47.0,Tue Jul 06 14:05:32 +0000 2021,['K12'],False,False,False,False,True
177,MSoondarsingh,"Wrapped up the first year @ddwhdsb. It took a week to decompress and reflect on this school year. Sad to be leaving, but happy to have started building a strong #FSL department. On to the next adventure! #ESL https://t.co/ZpD9jlEwXZ",,en,0.0,Tue Jul 06 14:05:32 +0000 2021,,False,False,True,False,False
179,SSLearn,Schools can support healthy #SchoolNutrition policies and help students develop social and emotional competencies at the same time. Learn how school nutrition policies and #SEL interact in this brief.  https://t.co/v2EPbouvdV,,en,0.0,Tue Jul 06 14:06:01 +0000 2021,['SchoolNutrition'],True,False,False,False,False
180,jc_james_clark,"Leader States in Instructional Spending Per Student https://t.co/lcw4F3QcrM
#SEL #SmartPlanet #ClassroomDesign #CharterSchools",United States of America,en,1.0,Tue Jul 06 14:06:02 +0000 2021,"['SEL', 'SmartPlanet', 'ClassroomDesign']",True,False,False,False,False
182,ShiftingSchools,Find practical resources to help you rethink the power of #SEL paired with podcast episodes AND at the back of this free guide you'll find a free listening journal for you to document your new ideas with: https://t.co/GC24ZVbioX https://t.co/ZZ8FCsRN4m,,en,0.0,Tue Jul 06 14:06:10 +0000 2021,['SEL'],True,False,False,False,False
184,jc_james_clark,"What do a Principal, a Curriculum Coordinator, and a Teacher all have in common? They all want their students to succeed. But the strategy to reach them and get them interested in your product varies.  https://t.co/1lho7ExzqQ
#k12 #edtech #marketing #school #SchoolMarketing https://t.co/esy8heQmYq",United States of America,en,1.0,Tue Jul 06 14:06:22 +0000 2021,,False,False,False,False,True
185,NadiaAwriter,"Please join us in singing HAPPY BOOK BIRTHDAY today!!! Congratulations to @SandyBrehl and @rhirschillus on this important #SEL story, IS IT OVER? Plus a super #Giveaway @PenItPub  https://t.co/hS4lrKWtiS",,en,1.0,Tue Jul 06 14:06:27 +0000 2021,,True,False,False,False,False
186,MrHoganLMS,(it's more about the culture than crisis intervention and self-care PDs),,en,0.0,Tue Jul 06 14:06:37 +0000 2021,,False,False,False,False,False
187,jc_james_clark,"How to turn your K-12 leads into a customer by following the 7 most important stages of the funnel. Planning first than execute and scale. https://t.co/1lho7ExzqQ
#k12 #googleclassroom #podcastedu https://t.co/eG1pEoJ6uz",United States of America,en,1.0,Tue Jul 06 14:06:39 +0000 2021,,False,False,False,False,True
